Carrefour Paris Auteuil;48.8475;2.2569899999999734
Carrefour City Ecole militaire;48.8512;2.3009099999999307
Carrefour City MALAKOFF;48.8754;2.2839800000000423
Carrefour City Paris 19 Brunet;48.8824;2.3936200000000554
Carrefour City Paris Amelot;48.8621;2.3676100000000133
Carrefour City Paris Avenue de Clichy;48.8931;2.315969999999993
Carrefour City Paris Balard;48.8431;2.2774799999999686
Carrefour City PARIS Bonne Nouvelle;48.8702;2.349529999999959
Carrefour City Paris Buffault;48.8753;2.3417200000000093
Carrefour City Paris Bussy;48.8539;2.3371799999999894
Carrefour City Paris Chauvelot;48.8285;2.3032699999999977
Carrefour City Paris Emile Zola;48.8465;2.28607999999997
Carrefour City Paris Falguière;48.8367;2.310519999999997
Carrefour City PARIS Faubourg Montmartre;48.872;2.3431000000000495
Carrefour City Paris Faubourg Saint Antoine;48.8497;2.387389999999982
Carrefour City Paris Faubourg Saint Denis;48.8703;2.353020000000015
Carrefour City Paris faubourg Saint Martin;48.8789;2.3623999999999796
Carrefour City Paris Frémicourt;48.848;2.299440000000004
Carrefour City Paris Haxo;48.8727;2.403919999999971
Carrefour City Paris Hopital;48.8369;2.359519999999975
Carrefour City Paris Lacépède;48.844;2.3511399999999867
Carrefour City Paris Lafayette;48.8791;2.356420000000071
Carrefour City Paris Lamarck;48.8913;2.3318899999999303
Carrefour City Paris Laugier;48.8849;2.2912999999999784
Carrefour City Paris Ledru Rollin;48.8553;2.3785199999999804
Carrefour City Paris Losserand;48.8309;2.3122700000000123
Carrefour City Paris Martel Paradis;48.8747;2.353450000000066
Carrefour City Paris Michel Ange;48.8393;2.2576799999999366
Carrefour City Paris notre dame de lorette;48.8773;2.3386600000000044
Carrefour City Paris Pigalle;48.8813;2.335860000000025
Carrefour City Paris Remusat;48.8479;2.2725900000000365
Carrefour City Paris Roquette;48.8561;2.375970000000052
Carrefour City Paris rue des pyrénées;47.7513;7.333560000000034
Carrefour City Paris Saint Charles;48.8427;2.2819600000000264
Carrefour City Paris Saint Didier;48.8661;2.289060000000063
Carrefour City Paris Saint Dominique;48.8596;2.3067100000000664
Carrefour City Paris Saint Lazare;48.8755;2.3266700000000355
Carrefour City PARIS SEDAINE;48.8565;2.3734600000000228
Carrefour City PARIS SEVRES;48.8489;2.335419999999999
Carrefour City Paris Tremoille;48.8667;2.3023699999999963
Carrefour City PARIS TURBIGO;48.8655;2.3560300000000325
Carrefour City Paris vaugirard 115;48.8409;7.333560000000034
Carrefour City Paris vaugirard 293;48.8393;2.300579999999968
Carrefour City Paris Violet;48.8488;2.294279999999958
Carrefour Carrefour Express Paris Voltaire 39;48.864;2.369000000000028
Carrefour Carrefour Express Paris Voltaire;48.856;2.383000000000038
Carrefour Carrefour Express Paris Vaugirard - Jean Bart;48.848;2.3310000000000173
Carrefour Carrefour Express Paris Université;48.859;2.324000000000069
Carrefour Carrefour Express Paris Tolbiac 77;48.827;2.367999999999938
Carrefour Carrefour Express Paris Tocqueville;48.885;2.3099999999999454
Carrefour Carrefour Express Paris St Germain 43;48.85;2.3500000000000227
Carrefour Carrefour Express Paris Sibuet;48.844;2.4020000000000437
Carrefour Carrefour Express PARIS Saint Jacques;48.839;2.340000000000032
Carrefour Carrefour Express Paris Saint Honoré;48.865;2.3319999999999936
Carrefour Carrefour Express Paris Saint Charles;48.848;2.2870000000000346
Carrefour Carrefour Express Paris République 59;48.865;2.377999999999929
Carrefour Carrefour Express Paris Roquette;48.859;2.3840000000000146
Carrefour Carrefour Express Paris Rendez-Vous;48.845;2.4049999999999727
Carrefour Carrefour Express Paris Parmentier 11;48.86;2.379000000000019
Carrefour Carrefour Express Paris Orsel;48.883;2.3419999999999845
Carrefour Carrefour Express Paris Ordener 149;48.893;2.338999999999942
Carrefour Carrefour Express Paris Nationale 108;48.829;2.365000000000009
Carrefour Carrefour Express Paris Michel Ange;48.842;2.2590000000000146
Carrefour Carrefour Express Paris Linné;48.845;2.355000000000018
Carrefour Carrefour Express Paris Lagrange;48.851;2.3479999999999563
Carrefour Carrefour Express Paris Laumière;48.885;2.3799999999999955
Carrefour Carrefour Express Paris Jean Moulin;48.825;2.3199999999999363
Carrefour Carrefour Express PARIS Italie 152;48.822;2.3579999999999472
Carrefour Carrefour Express Paris Grange aux Belles 49;48.876;2.367999999999938
Carrefour Carrefour Express Paris Gouvion St Cyr;48.882;2.286000000000058
Carrefour Carrefour Express Paris Gambetta;48.873;2.4049999999999727
Carrefour Carrefour Express Paris Felix Faure;48.842;2.2889999999999873
Carrefour Carrefour Express Paris Estrapade 27;48.845;2.3450000000000273
Carrefour Carrefour Express Paris Diderot;50.334;3.3029999999999973
Carrefour Carrefour Express Paris Damremont;48.89;2.33400000000006
Carrefour Carrefour Express PARIS Daguerre 47;48.835;2.326999999999998
Carrefour Carrefour Express PARIS Clichy 69;48.882;2.3279999999999745
Carrefour Carrefour Express Paris Charonne;48.855;2.3880000000000337
Carrefour Carrefour Express Paris Brillat Savarin;48.822;2.34699999999998
Carrefour Carrefour Express Paris Charenton;48.837;2.3909999999999627
Carrefour Carrefour Express Paris Boulevard Saint Germain;48.852;2.341000000000008
Carrefour Carrefour Express Paris Blanche;48.882;2.3319999999999936
Carrefour Carrefour Express Paris Bobillot;48.829;2.354000000000042
Carrefour Carrefour Express Paris Berthier;48.888;2.2999999999999545
Carrefour Carrefour Express Paris Batignolles;48.885;2.3210000000000264
Carrefour Carrefour Express Paris Babylone;48.852;2.3179999999999836
Carrefour Market PARIS Vouillé;48.8354;2.302720000000022
Carrefour Market Paris Saint Ouen;48.894;2.327769999999987
Carrefour Market Paris Rue de Lyon;48.8486;2.3711100000000442
Carrefour Market PARIS Pyrénées;48.87;2.3944400000000314
Carrefour Market Paris Nationale;48.8316;2.363619999999969
Carrefour Market PARIS Monge;48.8464;2.3517400000000634
Carrefour Market Paris Maubeuge;48.8783;2.344979999999964
Carrefour Market PARIS Leclerc;48.8255;2.3260999999999967
Carrefour Market Paris Italie 2;48.8295;2.356070000000045
Carrefour Market PARIS Demours;48.8797;2.291240000000016
Carrefour Market PARIS Clignancourt;48.885;2.3472699999999804
Carrefour Market PARIS Brune;48.827;2.3088900000000194
Carrefour Market Paris Barbes;48.8887;2.34958000000006
Carrefour Market Paris Procession;48.8382;2.3072200000000294
Carrefour Market PARIS Rochechouart;48.882;2.34041000000002
Carrefour Market Paris Saint Marcel;48.8375;2.354029999999966
Carrefour Market PARIS Seine;48.8536;2.3369500000000016
Carrefour Market Paris Tolbiac;48.8259;2.351699999999937
Carrefour Market PARIS Turgot;48.8807;2.3462299999999914
Casino PARIS SAINT DIDIER;48.8661;2.2827800000000025
Casino PARIS RUE LECOURBE;48.8424;2.3021099999999706
Casino PARIS RUE DE REUILLY;48.8461;2.3881099999999833
Casino PARIS RUE DE FLANDRE;48.8889;2.3743600000000242
Casino PARIS RUE DE BAGNOLET;48.8568;2.396449999999959
Casino PARIS MONTPARNASSE;48.8414;2.317729999999983
Casino PARIS NATION;48.8477;2.397199999999998
Casino PARIS MENILMONTANT;48.8677;2.385940000000005
Casino PARIS LA POMPE;48.8622;2.276100000000042
Casino PARIS ITALIE;48.8334;2.364190000000008
Casino PARIS CHEMIN VERT;48.8582;2.372070000000008
Casino PARIS LE GRAND PAVOIS;48.8366;2.282860000000028
Casino Drive Paris;48.8422;2.3020199999999704
Casino Drive paris;48.889;2.3745400000000245
Casino Drive Paris;48.8308;2.359199999999987
Casino Drive Paris;48.8683;2.280650000000037
CASINO SHOP Paris;48.8973;2.3214100000000144
CASINO SHOP Paris;48.8603;2.3110599999999977
CASINO SHOP Paris;48.8664;2.379120000000057
Franprix PARIS;48.8695;2.380040000000008
Franprix PARIS;48.8531;2.4086200000000417
Franprix PARIS;48.8716;2.4023799999999937
Franprix PARIS;48.8678;2.382690000000025
Franprix PARIS;48.8672;2.399180000000001
Franprix PARIS;48.8578;2.393260000000055
Franprix PARIS;48.8516;2.4015600000000177
Franprix PARIS;48.8525;2.397709999999961
Franprix PARIS;48.8554;2.4102100000000064
Franprix PARIS;48.8476;2.4110600000000204
Franprix PARIS;48.8646;2.3857399999999416
Franprix PARIS;48.8635;2.3996099999999387
Franprix PARIS;48.8828;2.3716400000000704
Franprix PARIS;48.8861;2.3908500000000004
Franprix PARIS;48.8843;2.3759599999999637
Franprix PARIS;48.8759;2.3822000000000116
Franprix PARIS;48.8807;2.388270000000034
Franprix PARIS;48.8889;2.3884799999999586
Franprix PARIS;48.8803;2.3966500000000224
Franprix PARIS;48.897;2.3847900000000664
Franprix PARIS;48.8875;2.3802499999999327
Franprix PARIS;48.8771;2.401990000000069
Franprix PARIS;48.8871;2.3541000000000167
Franprix PARIS;48.8865;2.3597899999999754
Franprix PARIS;48.8834;2.3425099999999475
Franprix PARIS;48.8879;2.3487199999999575
Franprix PARIS;48.895;2.3457100000000537
Franprix PARIS;48.8926;2.3295699999999897
Franprix PARIS;48.8905;2.3598200000000134
Franprix PARIS;48.8887;2.3344399999999723
Franprix PARIS;48.8911;2.3515199999999368
Franprix PARIS;48.8847;2.3157400000000052
Franprix PARIS;48.8833;2.3204399999999623
